level,tableIndex,oClass,instances,pvarPlacements,noPvarPlacements,pvarByteSizes,assetPayloadAvailable,highLodModelAvailable,highLodPacketCount,jointCount,ordinarySequenceSlotCount,ordinarySequencePopulatedCount,sourceSequenceAvailable,ratchetSequenceTableAvailable,ratchetSequenceSlotCount,ratchetSequencePopulatedCount
1,102,641,1,1,0,16,true,true,10,0,1,1,true,false,0,0
1,103,657,0,0,0,,true,true,1,3,2,1,true,false,0,0
1,104,660,10,10,0,384,true,true,17,1,1,1,true,false,0,0
1,105,665,4,4,0,32,true,true,2,0,1,1,true,false,0,0
1,106,666,2,2,0,416,true,true,37,14,6,6,true,false,0,0
1,107,676,1,1,0,16,false,false,0,0,0,0,false,false,0,0
1,108,678,1,1,0,16,false,false,0,0,0,0,false,false,0,0
1,109,679,2,2,0,128,false,false,0,0,0,0,false,false,0,0
1,110,686,0,0,0,,true,true,1,0,1,1,true,false,0,0
1,111,687,1,0,1,,true,true,15,0,1,1,true,false,0,0
1,112,688,2,2,0,512,true,true,17,2,1,1,true,false,0,0
1,113,695,9,9,0,32,true,true,8,0,1,1,true,false,0,0
1,114,696,0,0,0,,true,true,1,0,1,1,true,false,0,0
1,115,697,0,0,0,,true,true,2,0,1,1,true,false,0,0
1,116,698,0,0,0,,true,true,1,0,1,1,true,false,0,0
1,117,700,6,6,0,16,false,false,0,0,0,0,false,false,0,0
1,118,701,3,3,0,144,true,true,6,0,1,1,true,false,0,0
1,119,703,2,2,0,192,true,true,15,0,1,1,true,false,0,0
1,120,704,3,3,0,16,true,true,5,0,1,1,true,false,0,0
1,121,705,5,5,0,16,true,true,8,0,1,1,true,false,0,0
1,122,709,1,0,1,,true,true,2,0,1,1,true,false,0,0
1,123,710,1,0,1,,true,true,2,0,1,1,true,false,0,0
1,124,711,1,0,1,,true,true,2,0,1,1,true,false,0,0
1,125,715,5,5,0,192,true,true,15,0,1,1,true,false,0,0
1,126,722,0,0,0,,true,true,1,0,1,1,true,false,0,0
1,127,724,89,0,89,,true,true,2,8,2,2,true,false,0,0
1,128,725,36,0,36,,true,true,4,7,2,2,true,false,0,0
1,129,729,1,0,1,,true,true,4,0,1,1,true,false,0,0
1,130,730,1,1,0,64,true,true,28,10,3,3,true,false,0,0
1,131,731,0,0,0,,true,true,25,8,5,5,true,false,0,0
1,132,737,5,5,0,64,false,false,0,0,0,0,false,false,0,0
1,133,742,5,0,5,,true,true,10,0,1,1,true,false,0,0
1,134,746,2,2,0,128,true,true,8,0,1,1,true,false,0,0
1,135,747,3,0,3,,true,true,10,2,1,1,true,false,0,0
1,136,750,1,1,0,208,true,true,19,43,5,5,true,false,0,0
1,137,751,1,1,0,32,false,false,0,0,0,0,false,false,0,0
1,138,754,12,12,0,16,true,true,5,3,2,2,true,false,0,0
1,139,760,4,4,0,96,false,false,0,0,0,0,false,false,0,0
1,140,761,1,0,1,,false,false,0,0,0,0,false,false,0,0
1,141,768,4,4,0,32,true,true,7,0,1,1,true,false,0,0
1,142,769,4,4,0,32,true,true,2,0,1,1,true,false,0,0
1,143,774,1,1,0,416,true,true,30,90,1,1,true,false,0,0
1,144,775,0,0,0,,true,true,1,0,1,1,true,false,0,0
1,145,778,1,1,0,16,true,true,8,0,1,1,true,false,0,0
1,146,779,0,0,0,,true,true,10,0,1,1,true,false,0,0
1,147,780,2,0,2,,true,true,3,0,1,1,true,false,0,0
1,148,787,0,0,0,,true,true,1,0,1,1,true,false,0,0
1,149,790,1,1,0,64,true,true,25,8,5,5,true,false,0,0
1,150,804,0,0,0,,true,true,1,0,1,1,true,false,0,0
1,151,805,3,3,0,48,false,false,0,0,0,0,false,false,0,0
1,152,806,0,0,0,,false,false,0,0,0,0,false,false,0,0
1,153,811,0,0,0,,true,true,32,99,1,1,true,false,0,0
1,154,815,6,6,0,64,true,true,31,0,1,1,true,false,0,0
1,155,832,1,1,0,336,false,false,0,0,0,0,false,false,0,0
1,156,849,0,0,0,,false,false,0,0,0,0,false,false,0,0
1,157,865,10,10,0,688,true,true,17,75,6,6,true,false,0,0
1,158,866,20,20,0,688,true,true,17,78,7,7,true,false,0,0
1,159,1006,0,0,0,,true,true,2,0,1,1,true,false,0,0
1,160,1042,12,0,12,,true,true,7,0,1,1,true,false,0,0
1,161,1134,3,3,0,128,true,true,2,1,2,2,true,false,0,0
1,162,1135,2,2,0,80,true,true,5,0,1,1,true,false,0,0
1,163,1137,0,0,0,,true,true,1,5,2,2,true,false,0,0
1,164,1138,0,0,0,,true,true,1,5,216,216,true,false,0,0
1,165,1143,0,0,0,,true,true,9,3,1,1,true,false,0,0
1,166,1146,0,0,0,,true,true,4,4,2,2,true,false,0,0
1,167,1192,0,0,0,,true,true,3,0,1,1,true,false,0,0
1,168,1204,0,0,0,,true,true,1,0,1,1,true,false,0,0
1,169,1225,1,0,1,,false,false,0,0,0,0,false,false,0,0
1,170,1251,0,0,0,,false,false,0,0,0,0,false,false,0,0
1,171,1289,0,0,0,,true,true,11,3,3,3,true,false,0,0
1,172,1290,0,0,0,,true,true,10,2,3,3,true,false,0,0
1,173,1341,1,1,0,64,false,false,0,0,0,0,false,false,0,0
1,174,1365,0,0,0,,true,true,26,34,1,1,true,false,0,0
1,175,1438,0,0,0,,true,true,2,1,1,1,true,false,0,0
1,176,1447,0,0,0,,true,true,2,1,1,1,true,false,0,0
1,177,1449,0,0,0,,true,true,3,0,1,1,true,false,0,0
1,178,1456,1,1,0,80,true,true,10,1,1,1,true,false,0,0
1,179,1457,1,1,0,80,true,true,10,1,1,1,true,false,0,0
1,180,1458,1,1,0,80,true,true,7,1,1,1,true,false,0,0
1,181,1459,1,1,0,80,true,true,7,1,1,1,true,false,0,0
1,182,1460,1,1,0,80,true,true,8,1,1,1,true,false,0,0
1,183,1461,1,1,0,80,true,true,10,1,1,1,true,false,0,0
1,184,1462,1,1,0,80,true,true,8,1,1,1,true,false,0,0
1,185,1463,1,1,0,80,true,true,15,1,1,1,true,false,0,0
1,186,1464,1,1,0,80,true,true,11,1,1,1,true,false,0,0
1,187,1465,1,1,0,80,true,true,11,1,1,1,true,false,0,0
1,188,1504,1,1,0,144,false,false,0,0,0,0,false,false,0,0
1,189,1510,0,0,0,,true,true,3,0,1,1,true,false,0,0
1,190,1546,1,0,1,,false,false,0,0,0,0,false,false,0,0
1,191,1633,0,0,0,,true,true,3,2,2,2,true,false,0,0
1,192,1736,0,0,0,,true,true,6,0,1,1,true,false,0,0
1,193,1737,0,0,0,,true,true,4,1,1,1,true,false,0,0
1,194,1738,0,0,0,,true,true,6,1,1,1,true,false,0,0
1,195,1747,0,0,0,,true,true,4,1,1,1,true,false,0,0
1,196,1748,0,0,0,,true,true,3,1,1,1,true,false,0,0
1,197,1749,0,0,0,,true,true,1,1,1,1,true,false,0,0
1,198,1761,0,0,0,,true,true,4,1,1,1,true,false,0,0
1,199,1762,0,0,0,,true,true,3,1,1,1,true,false,0,0
1,200,1763,0,0,0,,true,true,7,0,1,1,true,false,0,0
1,201,1770,0,0,0,,true,true,4,1,1,1,true,false,0,0
1,202,1813,4,0,4,,true,true,3,0,1,1,true,false,0,0
1,203,1814,0,0,0,,true,true,1,0,1,1,true,false,0,0
1,204,1815,0,0,0,,true,true,1,0,1,1,true,false,0,0
1,205,1816,0,0,0,,true,true,4,0,1,1,true,false,0,0
1,206,1817,0,0,0,,true,true,1,0,1,1,true,false,0,0
1,207,1818,1,1,0,208,true,true,19,49,3,3,true,false,0,0
1,208,1848,1,0,1,,false,false,0,0,0,0,false,false,0,0
1,209,1871,0,0,0,,true,true,1,0,1,1,true,false,0,0
1,210,1872,0,0,0,,true,true,2,0,1,1,true,false,0,0
1,211,1900,0,0,0,,true,true,7,62,4,3,true,false,0,0
2,0,0,1,0,1,,true,true,63,111,134,0,true,true,256,86
2,1,1,0,0,0,,true,false,0,20,23,23,true,false,0,0
2,2,2,0,0,0,,true,false,0,20,23,23,true,false,0,0
2,3,1007,0,0,0,,true,true,1,0,1,1,true,false,0,0
2,4,10,0,0,0,,true,true,44,75,1,1,true,false,0,0
2,5,11,1,1,0,160,true,true,26,45,5,5,true,false,0,0
2,6,12,0,0,0,,true,true,22,92,10,0,false,false,0,0
2,7,13,204,204,0,112,true,true,1,1,2,1,true,false,0,0
2,8,14,0,0,0,,true,true,1,0,1,1,true,false,0,0
2,9,15,0,0,0,,true,true,2,0,1,1,true,false,0,0
2,10,16,0,0,0,,true,true,4,0,1,1,true,false,0,0
2,11,56,0,0,0,,true,true,2,2,1,1,true,false,0,0
2,12,71,0,0,0,,false,false,0,0,0,0,false,false,0,0
2,13,74,0,0,0,,true,true,7,2,4,3,true,false,0,0
2,14,80,0,0,0,,true,true,14,10,1,1,true,false,0,0
2,15,84,0,0,0,,true,true,9,12,1,1,true,false,0,0
2,16,112,0,0,0,,true,true,3,0,1,1,true,false,0,0
2,17,121,0,0,0,,true,true,3,0,1,1,true,false,0,0
2,18,122,0,0,0,,true,true,1,0,1,1,true,false,0,0
2,19,149,0,0,0,,true,true,1,0,1,1,true,false,0,0
2,20,153,0,0,0,,true,true,1,0,1,1,true,false,0,0
2,21,157,0,0,0,,false,false,0,0,0,0,false,false,0,0
2,22,163,0,0,0,,false,false,0,0,0,0,false,false,0,0
2,23,166,0,0,0,,true,true,1,0,1,1,true,false,0,0
2,24,167,0,0,0,,false,false,0,0,0,0,false,false,0,0
2,25,168,0,0,0,,false,false,0,0,0,0,false,false,0,0
2,26,172,0,0,0,,true,true,3,4,1,1,true,false,0,0
2,27,173,0,0,0,,true,true,8,5,3,3,true,false,0,0
2,28,175,0,0,0,,false,false,0,0,0,0,false,false,0,0
2,29,176,0,0,0,,false,false,0,0,0,0,false,false,0,0
2,30,177,0,0,0,,false,false,0,0,0,0,false,false,0,0
2,31,179,0,0,0,,true,true,3,0,1,1,true,false,0,0
2,32,180,0,0,0,,false,false,0,0,0,0,false,false,0,0
2,33,185,0,0,0,,false,false,0,0,0,0,false,false,0,0
2,34,186,0,0,0,,true,true,14,38,11,8,true,false,0,0
2,35,188,0,0,0,,false,false,0,0,0,0,false,false,0,0
2,36,190,0,0,0,,false,false,0,0,0,0,false,false,0,0
2,37,192,0,0,0,,false,false,0,0,0,0,false,false,0,0
2,38,195,0,0,0,,true,true,10,5,3,3,true,false,0,0
2,39,203,0,0,0,,true,true,9,62,4,3,true,false,0,0
2,40,204,0,0,0,,true,true,2,0,1,1,true,false,0,0
2,41,208,0,0,0,,false,false,0,0,0,0,false,false,0,0
2,42,209,0,0,0,,true,true,6,9,8,8,true,false,0,0
2,43,213,0,0,0,,true,true,3,0,1,1,true,false,0,0
2,44,214,0,0,0,,true,true,3,0,1,1,true,false,0,0
2,45,222,0,0,0,,true,true,2,0,1,1,true,false,0,0
2,46,223,0,0,0,,true,true,2,0,1,1,true,false,0,0
2,47,225,0,0,0,,true,true,3,0,1,1,true,false,0,0
2,48,226,0,0,0,,true,true,3,0,1,1,true,false,0,0
2,49,229,0,0,0,,false,false,0,0,0,0,false,false,0,0
2,50,230,0,0,0,,true,true,2,0,1,1,true,false,0,0
2,51,270,0,0,0,,true,true,5,43,5,4,true,false,0,0
2,52,305,0,0,0,,false,false,0,0,0,0,false,false,0,0
2,53,331,3,0,3,,true,true,13,34,1,1,true,false,0,0
2,54,332,3,0,3,,true,true,13,34,13,13,true,false,0,0
2,55,348,0,0,0,,true,true,1,0,1,1,true,false,0,0
2,56,349,0,0,0,,true,true,1,0,1,1,true,false,0,0
2,57,354,0,0,0,,true,true,1,0,1,1,true,false,0,0
2,58,355,0,0,0,,true,true,1,0,1,1,true,false,0,0
2,59,356,0,0,0,,true,true,1,0,1,1,true,false,0,0
2,60,357,0,0,0,,true,true,1,0,1,1,true,false,0,0
2,61,358,0,0,0,,true,true,1,0,1,1,true,false,0,0
2,62,359,0,0,0,,true,true,1,0,1,1,true,false,0,0
2,63,363,0,0,0,,true,true,1,0,1,1,true,false,0,0
2,64,364,0,0,0,,true,true,1,0,1,1,true,false,0,0
2,65,407,0,0,0,,true,true,3,2,3,3,true,false,0,0
2,66,428,0,0,0,,true,true,1,0,1,1,true,false,0,0
2,67,433,0,0,0,,true,true,11,22,4,3,true,false,0,0
2,68,437,0,0,0,,true,true,18,68,7,7,true,false,0,0
2,69,454,0,0,0,,false,false,0,0,0,0,false,false,0,0
2,70,457,0,0,0,,true,true,3,2,1,1,true,false,0,0
2,71,479,0,0,0,,true,true,5,10,1,1,true,false,0,0
